,Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,year,City_Name,Crime_Description,Population,Crime Rate
25874,25876,15-12-2022 23:00,12-14-2022 03:00,14-12-2022 10:38,13,240,13,37,X,5,Other Crime,6,No,,2022,Kolkata,KIDNAPPING,155707786,1.6
25875,25877,16-12-2022 16:00,12-14-2022 04:00,14-12-2022 18:11,5,523,14,32,F,3,Other Crime,11,No,,2022,Delhi,PUBLIC INTOXICATION,33807403,16.0
25876,25878,15-12-2022 22:00,12-14-2022 05:00,14-12-2022 21:44,14,555,11,12,X,4,Violent Crime,17,Yes,09-01-2023 22:00,2022,Lucknow,IDENTITY THEFT,4038214,36.1
25877,25879,16-12-2022 02:00,12-14-2022 06:00,14-12-2022 07:16,4,528,16,63,M,4,Violent Crime,6,Yes,15-01-2024 02:00,2022,Chennai,SEXUAL ASSAULT,12053697,20.7
25878,25880,15-12-2022 21:00,12-14-2022 07:00,14-12-2022 10:21,10,462,6,72,X,6,Other Crime,15,Yes,12-01-2023 21:00,2022,Jaipur,DRUG OFFENSE,4308510,34.3
25879,25881,15-12-2022 20:00,12-14-2022 08:00,14-12-2022 15:21,5,132,20,18,F,5,Violent Crime,10,Yes,06-03-2023 20:00,2022,Delhi,VEHICLE - STOLEN,33807403,16.0
25880,25882,15-12-2022 13:00,12-14-2022 09:00,14-12-2022 21:11,13,149,0,33,X,4,Fire Accident,14,Yes,30-01-2023 13:00,2022,Kolkata,ARSON,155707786,1.6
25881,25883,16-12-2022 16:00,12-14-2022 10:00,15-12-2022 01:59,7,176,8,67,M,3,Fire Accident,13,No,,2022,Ghaziabad,FIREARM OFFENSE,1055190,66.7
25882,25884,15-12-2022 12:00,12-14-2022 11:00,14-12-2022 14:13,9,409,15,54,F,1,Violent Crime,19,Yes,10-03-2023 12:00,2022,Indore,ROBBERY,3393380,20.6
25883,25885,16-12-2022 11:00,12-14-2022 12:00,15-12-2022 01:59,25,130,8,23,M,6,Fire Accident,18,Yes,01-02-2023 11:00,2022,Thane,FIREARM OFFENSE,1261517,56.0
25884,25886,16-12-2022 16:00,12-14-2022 13:00,14-12-2022 23:33,2,452,3,12,M,5,Other Crime,2,No,,2022,Bangalore,COUNTERFEITING,14008262,25.6
25885,25887,15-12-2022 15:00,12-14-2022 14:00,15-12-2022 02:24,8,263,3,61,F,6,Other Crime,19,No,,2022,Hyderabad,COUNTERFEITING,11068877,26.0
25886,25888,14-12-2022 23:00,12-14-2022 15:00,15-12-2022 09:56,1,286,19,12,F,3,Other Crime,7,No,,2022,Ahmedabad,VANDALISM,8854444,20.5
25887,25889,15-12-2022 04:00,12-14-2022 16:00,14-12-2022 18:28,2,588,4,60,X,5,Other Crime,15,No,,2022,Bangalore,CYBERCRIME,14008262,25.6
25888,25890,15-12-2022 16:00,12-14-2022 17:00,14-12-2022 21:31,8,443,5,55,X,0,Violent Crime,15,Yes,19-01-2023 16:00,2022,Hyderabad,DOMESTIC VIOLENCE,11068877,26.0
25889,25891,17-12-2022 11:00,12-14-2022 18:00,15-12-2022 08:09,15,445,5,36,X,0,Violent Crime,2,No,,2022,Ludhiana,DOMESTIC VIOLENCE,1988438,38.3
25890,25892,17-12-2022 13:00,12-14-2022 19:00,15-12-2022 09:35,23,535,7,50,X,1,Other Crime,12,No,,2022,Srinagar,EXTORTION,1737502,21.4
25891,25893,16-12-2022 19:00,12-14-2022 20:00,15-12-2022 13:13,21,173,13,27,F,0,Other Crime,1,No,,2022,Pune,KIDNAPPING,7345848,30.1
25892,25894,17-12-2022 06:00,12-14-2022 21:00,15-12-2022 14:50,4,152,8,23,M,3,Fire Accident,8,Yes,03-03-2023 06:00,2022,Chennai,FIREARM OFFENSE,12053697,20.7
25893,25895,15-12-2022 23:00,12-14-2022 22:00,14-12-2022 22:51,28,236,9,45,M,1,Other Crime,11,No,,2022,Visakhapatnam,FRAUD,2385110,30.5
25894,25896,16-12-2022 04:00,12-14-2022 23:00,15-12-2022 20:01,24,274,19,37,M,3,Other Crime,18,No,,2022,Surat,VANDALISM,8330528,13.3
25895,25897,15-12-2022 08:00,12-15-2022 00:00,15-12-2022 03:53,13,253,16,40,X,2,Violent Crime,6,No,,2022,Kolkata,SEXUAL ASSAULT,155707786,1.6
25896,25898,15-12-2022 13:00,12-15-2022 01:00,16-12-2022 00:48,5,410,16,22,F,2,Violent Crime,18,Yes,06-06-2024 13:00,2022,Delhi,SEXUAL ASSAULT,33807403,16.0
25897,25899,17-12-2022 10:00,12-15-2022 02:00,15-12-2022 05:11,5,386,5,13,M,2,Violent Crime,9,Yes,27-02-2023 10:00,2022,Delhi,DOMESTIC VIOLENCE,33807403,16.0
25898,25900,16-12-2022 14:00,12-15-2022 03:00,15-12-2022 11:54,19,430,5,37,M,0,Violent Crime,8,No,,2022,Nashik,DOMESTIC VIOLENCE,2294299,16.0
25899,25901,15-12-2022 13:00,12-15-2022 04:00,15-12-2022 18:33,8,270,13,35,X,4,Other Crime,16,Yes,06-02-2023 13:00,2022,Hyderabad,KIDNAPPING,11068877,26.0
25900,25902,17-12-2022 01:00,12-15-2022 05:00,16-12-2022 01:13,7,589,13,12,F,5,Other Crime,17,Yes,25-01-2023 01:00,2022,Ghaziabad,KIDNAPPING,1055190,66.7
25901,25903,16-12-2022 17:00,12-15-2022 06:00,15-12-2022 06:37,5,185,8,36,F,3,Fire Accident,10,Yes,08-01-2023 17:00,2022,Delhi,FIREARM OFFENSE,33807403,16.0
25902,25904,15-12-2022 10:00,12-15-2022 07:00,15-12-2022 14:51,9,282,15,16,M,2,Violent Crime,6,No,,2022,Indore,ROBBERY,3393380,20.6
25903,25905,17-12-2022 16:00,12-15-2022 08:00,16-12-2022 05:01,7,569,16,34,F,1,Violent Crime,5,No,,2022,Ghaziabad,SEXUAL ASSAULT,1055190,66.7
25904,25906,16-12-2022 06:00,12-15-2022 09:00,16-12-2022 07:32,0,230,20,52,X,0,Violent Crime,11,No,,2022,Agra,VEHICLE - STOLEN,2422342,31.5
25905,25907,17-12-2022 23:00,12-15-2022 10:00,15-12-2022 19:09,2,234,5,57,M,6,Violent Crime,5,No,,2022,Bangalore,DOMESTIC VIOLENCE,14008262,25.6
25906,25908,16-12-2022 03:00,12-15-2022 11:00,16-12-2022 01:03,20,221,10,41,X,2,Other Crime,17,Yes,06-12-2023 03:00,2022,Patna,HOMICIDE,2633243,26.4
25907,25909,15-12-2022 21:00,12-15-2022 12:00,15-12-2022 16:04,15,441,0,43,F,3,Fire Accident,17,No,,2022,Ludhiana,ARSON,1988438,38.3
25908,25910,18-12-2022 11:00,12-15-2022 13:00,15-12-2022 21:39,11,346,0,23,F,1,Fire Accident,2,Yes,31-12-2022 11:00,2022,Kalyan,ARSON,1770000,20.1
25909,25911,18-12-2022 00:00,12-15-2022 14:00,16-12-2022 08:29,8,382,4,45,F,2,Other Crime,5,Yes,25-01-2023 00:00,2022,Hyderabad,CYBERCRIME,11068877,26.0
25910,25912,18-12-2022 13:00,12-15-2022 15:00,15-12-2022 18:19,5,226,11,44,M,1,Violent Crime,5,No,,2022,Delhi,IDENTITY THEFT,33807403,16.0
25911,25913,17-12-2022 04:00,12-15-2022 16:00,15-12-2022 20:30,14,597,2,71,M,2,Other Crime,4,Yes,07-06-2023 04:00,2022,Lucknow,BURGLARY,4038214,36.1
25912,25914,18-12-2022 02:00,12-15-2022 17:00,16-12-2022 13:40,17,552,12,49,X,4,Other Crime,12,Yes,25-12-2022 02:00,2022,Mumbai,ILLEGAL POSSESSION,21673149,20.4
25913,25915,15-12-2022 19:00,12-15-2022 18:00,16-12-2022 04:37,7,427,8,38,X,6,Fire Accident,17,Yes,11-02-2023 19:00,2022,Ghaziabad,FIREARM OFFENSE,1055190,66.7
25914,25916,17-12-2022 02:00,12-15-2022 19:00,15-12-2022 22:08,2,399,0,63,F,4,Fire Accident,6,Yes,16-01-2023 02:00,2022,Bangalore,ARSON,14008262,25.6
25915,25917,15-12-2022 23:00,12-15-2022 20:00,16-12-2022 10:37,5,291,13,74,M,4,Other Crime,5,No,,2022,Delhi,KIDNAPPING,33807403,16.0
25916,25918,16-12-2022 05:00,12-15-2022 21:00,16-12-2022 07:58,5,527,15,11,F,4,Violent Crime,4,Yes,30-05-2023 05:00,2022,Delhi,ROBBERY,33807403,16.0
25917,25919,17-12-2022 17:00,12-15-2022 22:00,16-12-2022 00:52,4,435,18,40,F,2,Traffic Fatality,17,No,,2022,Chennai,TRAFFIC VIOLATION,12053697,20.7
25918,25920,17-12-2022 03:00,12-15-2022 23:00,16-12-2022 22:51,21,104,19,29,X,2,Other Crime,3,No,,2022,Pune,VANDALISM,7345848,30.1
25919,25921,16-12-2022 04:00,12-16-2022 00:00,16-12-2022 09:54,9,314,1,54,X,6,Violent Crime,11,Yes,20-01-2023 04:00,2022,Indore,ASSAULT,3393380,20.6
25920,25922,18-12-2022 14:00,12-16-2022 01:00,16-12-2022 01:05,17,348,0,23,X,6,Fire Accident,17,No,,2022,Mumbai,ARSON,21673149,20.4
25921,25923,17-12-2022 07:00,12-16-2022 02:00,16-12-2022 23:52,2,246,1,72,X,3,Violent Crime,17,No,,2022,Bangalore,ASSAULT,14008262,25.6
25922,25924,16-12-2022 15:00,12-16-2022 03:00,16-12-2022 20:27,17,391,6,75,X,3,Other Crime,6,No,,2022,Mumbai,DRUG OFFENSE,21673149,20.4
25923,25925,17-12-2022 05:00,12-16-2022 04:00,16-12-2022 09:38,20,399,8,30,M,6,Fire Accident,2,Yes,01-03-2023 05:00,2022,Patna,FIREARM OFFENSE,2633243,26.4
25924,25926,18-12-2022 05:00,12-16-2022 05:00,16-12-2022 11:12,13,493,17,60,F,0,Other Crime,18,Yes,18-01-2023 05:00,2022,Kolkata,SHOPLIFTING,155707786,1.6
25925,25927,18-12-2022 00:00,12-16-2022 06:00,16-12-2022 20:58,17,367,17,68,X,3,Other Crime,18,No,,2022,Mumbai,SHOPLIFTING,21673149,20.4
25926,25928,16-12-2022 21:00,12-16-2022 07:00,16-12-2022 08:30,17,290,2,46,F,3,Other Crime,18,No,,2022,Mumbai,BURGLARY,21673149,20.4
25927,25929,16-12-2022 11:00,12-16-2022 08:00,16-12-2022 13:31,5,551,5,39,F,3,Violent Crime,2,Yes,20-02-2023 11:00,2022,Delhi,DOMESTIC VIOLENCE,33807403,16.0
25928,25930,17-12-2022 15:00,12-16-2022 09:00,17-12-2022 08:13,5,278,9,64,X,0,Other Crime,11,Yes,17-01-2023 15:00,2022,Delhi,FRAUD,33807403,16.0
25929,25931,16-12-2022 23:00,12-16-2022 10:00,16-12-2022 23:01,21,437,2,24,F,2,Other Crime,3,No,,2022,Pune,BURGLARY,7345848,30.1
25930,25932,18-12-2022 02:00,12-16-2022 11:00,17-12-2022 00:54,2,215,7,44,M,4,Other Crime,6,No,,2022,Bangalore,EXTORTION,14008262,25.6
25931,25933,19-12-2022 03:00,12-16-2022 12:00,16-12-2022 15:45,5,117,6,62,M,5,Other Crime,15,No,,2022,Delhi,DRUG OFFENSE,33807403,16.0
25932,25934,17-12-2022 03:00,12-16-2022 13:00,16-12-2022 21:37,5,250,20,12,M,6,Violent Crime,8,Yes,22-01-2023 03:00,2022,Delhi,VEHICLE - STOLEN,33807403,16.0
25933,25935,17-12-2022 00:00,12-16-2022 14:00,17-12-2022 01:40,4,220,8,14,F,5,Fire Accident,11,No,,2022,Chennai,FIREARM OFFENSE,12053697,20.7
25934,25936,17-12-2022 06:00,12-16-2022 15:00,17-12-2022 03:13,17,429,8,47,F,6,Fire Accident,13,No,,2022,Mumbai,FIREARM OFFENSE,21673149,20.4
25935,25937,18-12-2022 16:00,12-16-2022 16:00,17-12-2022 00:09,12,162,20,61,F,5,Violent Crime,9,No,,2022,Kanpur,VEHICLE - STOLEN,3289142,33.8
25936,25938,18-12-2022 19:00,12-16-2022 17:00,17-12-2022 09:44,13,565,5,68,X,6,Violent Crime,2,Yes,11-03-2023 19:00,2022,Kolkata,DOMESTIC VIOLENCE,155707786,1.6
25937,25939,19-12-2022 10:00,12-16-2022 18:00,17-12-2022 06:18,21,214,19,78,F,6,Other Crime,16,Yes,27-12-2022 10:00,2022,Pune,VANDALISM,7345848,30.1
25938,25940,18-12-2022 15:00,12-16-2022 19:00,17-12-2022 10:09,4,356,14,64,F,6,Other Crime,2,Yes,09-01-2023 15:00,2022,Chennai,PUBLIC INTOXICATION,12053697,20.7
25939,25941,18-12-2022 08:00,12-16-2022 20:00,17-12-2022 12:51,20,114,20,23,X,5,Violent Crime,5,No,,2022,Patna,VEHICLE - STOLEN,2633243,26.4
25940,25942,17-12-2022 04:00,12-16-2022 21:00,17-12-2022 05:51,1,272,1,79,F,0,Violent Crime,18,No,,2022,Ahmedabad,ASSAULT,8854444,20.5
25941,25943,17-12-2022 06:00,12-16-2022 22:00,16-12-2022 23:39,2,216,11,66,X,6,Violent Crime,3,No,,2022,Bangalore,IDENTITY THEFT,14008262,25.6
25942,25944,17-12-2022 22:00,12-16-2022 23:00,17-12-2022 10:44,5,549,9,74,X,6,Other Crime,18,Yes,08-02-2023 22:00,2022,Delhi,FRAUD,33807403,16.0
25943,25945,18-12-2022 03:00,12-17-2022 00:00,17-12-2022 00:54,21,306,17,19,F,1,Other Crime,1,Yes,18-02-2023 03:00,2022,Pune,SHOPLIFTING,7345848,30.1
25944,25946,19-12-2022 17:00,12-17-2022 01:00,17-12-2022 04:10,4,306,19,58,X,4,Other Crime,2,Yes,29-12-2022 17:00,2022,Chennai,VANDALISM,12053697,20.7
25945,25947,19-12-2022 00:00,12-17-2022 02:00,17-12-2022 10:52,0,332,17,52,M,1,Other Crime,7,Yes,02-01-2023 00:00,2022,Agra,SHOPLIFTING,2422342,31.5
25946,25948,19-12-2022 12:00,12-17-2022 03:00,17-12-2022 23:25,2,278,18,63,X,5,Traffic Fatality,13,Yes,15-01-2023 12:00,2022,Bangalore,TRAFFIC VIOLATION,14008262,25.6
25947,25949,18-12-2022 01:00,12-17-2022 04:00,17-12-2022 19:07,19,360,1,79,M,2,Violent Crime,3,No,,2022,Nashik,ASSAULT,2294299,16.0
25948,25950,19-12-2022 02:00,12-17-2022 05:00,17-12-2022 18:27,19,589,10,67,F,3,Other Crime,10,Yes,14-01-2024 02:00,2022,Nashik,HOMICIDE,2294299,16.0
25949,25951,18-12-2022 23:00,12-17-2022 06:00,17-12-2022 19:11,5,333,6,30,F,0,Other Crime,19,Yes,12-03-2023 23:00,2022,Delhi,DRUG OFFENSE,33807403,16.0
25950,25952,17-12-2022 21:00,12-17-2022 07:00,18-12-2022 01:37,13,263,20,66,M,6,Violent Crime,5,No,,2022,Kolkata,VEHICLE - STOLEN,155707786,1.6
25951,25953,19-12-2022 15:00,12-17-2022 08:00,17-12-2022 22:55,2,565,4,53,X,6,Other Crime,12,No,,2022,Bangalore,CYBERCRIME,14008262,25.6
25952,25954,18-12-2022 08:00,12-17-2022 09:00,17-12-2022 13:19,17,482,5,14,X,4,Violent Crime,2,Yes,01-03-2023 08:00,2022,Mumbai,DOMESTIC VIOLENCE,21673149,20.4
25953,25955,19-12-2022 06:00,12-17-2022 10:00,17-12-2022 15:35,24,592,0,43,F,6,Fire Accident,12,Yes,04-03-2023 06:00,2022,Surat,ARSON,8330528,13.3
25954,25956,18-12-2022 21:00,12-17-2022 11:00,17-12-2022 19:30,14,107,0,56,F,1,Fire Accident,3,Yes,02-01-2023 21:00,2022,Lucknow,ARSON,4038214,36.1
25955,25957,19-12-2022 12:00,12-17-2022 12:00,18-12-2022 06:10,2,425,12,67,F,5,Other Crime,10,No,,2022,Bangalore,ILLEGAL POSSESSION,14008262,25.6
25956,25958,20-12-2022 08:00,12-17-2022 13:00,18-12-2022 10:59,4,375,20,44,X,6,Violent Crime,15,No,,2022,Chennai,VEHICLE - STOLEN,12053697,20.7
25957,25959,20-12-2022 07:00,12-17-2022 14:00,17-12-2022 14:27,5,379,15,13,M,1,Violent Crime,16,No,,2022,Delhi,ROBBERY,33807403,16.0
25958,25960,18-12-2022 19:00,12-17-2022 15:00,17-12-2022 23:16,14,479,10,58,M,3,Other Crime,4,No,,2022,Lucknow,HOMICIDE,4038214,36.1
25959,25961,17-12-2022 18:00,12-17-2022 16:00,18-12-2022 05:03,21,109,3,61,X,1,Other Crime,15,Yes,25-12-2022 18:00,2022,Pune,COUNTERFEITING,7345848,30.1
25960,25962,19-12-2022 18:00,12-17-2022 17:00,18-12-2022 16:55,2,311,3,60,X,4,Other Crime,6,Yes,24-01-2023 18:00,2022,Bangalore,COUNTERFEITING,14008262,25.6
25961,25963,20-12-2022 13:00,12-17-2022 18:00,18-12-2022 02:21,17,533,3,73,F,3,Other Crime,10,Yes,22-01-2023 13:00,2022,Mumbai,COUNTERFEITING,21673149,20.4
25962,25964,20-12-2022 00:00,12-17-2022 19:00,18-12-2022 14:11,10,422,16,44,F,1,Violent Crime,1,No,,2022,Jaipur,SEXUAL ASSAULT,4308510,34.3
25963,25965,19-12-2022 19:00,12-17-2022 20:00,17-12-2022 21:00,18,572,4,16,M,0,Other Crime,8,No,,2022,Nagpur,CYBERCRIME,3106340,33.9
25964,25966,20-12-2022 17:00,12-17-2022 21:00,18-12-2022 08:27,17,396,18,35,M,2,Traffic Fatality,11,Yes,22-12-2022 17:00,2022,Mumbai,TRAFFIC VIOLATION,21673149,20.4
25965,25967,18-12-2022 20:00,12-17-2022 22:00,18-12-2022 17:10,2,559,17,63,M,2,Other Crime,14,Yes,16-02-2023 20:00,2022,Bangalore,SHOPLIFTING,14008262,25.6
25966,25968,20-12-2022 17:00,12-17-2022 23:00,17-12-2022 23:32,12,241,15,32,X,4,Violent Crime,17,No,,2022,Kanpur,ROBBERY,3289142,33.8
25967,25969,19-12-2022 23:00,12-18-2022 00:00,18-12-2022 22:02,28,524,5,34,M,5,Violent Crime,1,No,,2022,Visakhapatnam,DOMESTIC VIOLENCE,2385110,30.5
25968,25970,19-12-2022 15:00,12-18-2022 01:00,18-12-2022 17:38,12,393,11,24,M,4,Violent Crime,6,No,,2022,Kanpur,IDENTITY THEFT,3289142,33.8
25969,25971,18-12-2022 03:00,12-18-2022 02:00,18-12-2022 23:10,5,262,12,74,M,6,Other Crime,12,Yes,05-02-2023 03:00,2022,Delhi,ILLEGAL POSSESSION,33807403,16.0
25970,25972,20-12-2022 22:00,12-18-2022 03:00,18-12-2022 15:33,5,283,3,40,F,0,Other Crime,18,Yes,28-12-2022 22:00,2022,Delhi,COUNTERFEITING,33807403,16.0
25971,25973,18-12-2022 06:00,12-18-2022 04:00,18-12-2022 07:36,11,143,14,42,F,3,Other Crime,12,Yes,20-12-2022 06:00,2022,Kalyan,PUBLIC INTOXICATION,1770000,20.1
25972,25974,21-12-2022 03:00,12-18-2022 05:00,18-12-2022 22:50,28,547,9,14,F,2,Other Crime,11,Yes,31-01-2023 03:00,2022,Visakhapatnam,FRAUD,2385110,30.5
25973,25975,19-12-2022 22:00,12-18-2022 06:00,19-12-2022 03:09,21,534,9,62,F,5,Other Crime,19,Yes,14-03-2023 22:00,2022,Pune,FRAUD,7345848,30.1
25974,25976,20-12-2022 05:00,12-18-2022 07:00,18-12-2022 07:55,4,131,13,66,X,1,Other Crime,3,Yes,12-03-2023 05:00,2022,Chennai,KIDNAPPING,12053697,20.7
25975,25977,18-12-2022 12:00,12-18-2022 08:00,18-12-2022 23:33,18,349,2,44,F,3,Other Crime,12,Yes,23-01-2023 12:00,2022,Nagpur,BURGLARY,3106340,33.9
25976,25978,21-12-2022 02:00,12-18-2022 09:00,18-12-2022 10:44,4,230,6,42,M,6,Other Crime,15,Yes,23-01-2023 02:00,2022,Chennai,DRUG OFFENSE,12053697,20.7
25977,25979,20-12-2022 18:00,12-18-2022 10:00,19-12-2022 07:56,26,113,4,76,M,6,Other Crime,18,Yes,17-03-2023 18:00,2022,Varanasi,CYBERCRIME,1789047,19.8
25978,25980,19-12-2022 21:00,12-18-2022 11:00,19-12-2022 07:32,21,296,12,56,F,6,Other Crime,5,No,,2022,Pune,ILLEGAL POSSESSION,7345848,30.1
25979,25981,19-12-2022 11:00,12-18-2022 12:00,18-12-2022 23:23,17,441,8,35,X,0,Fire Accident,9,Yes,24-01-2023 11:00,2022,Mumbai,FIREARM OFFENSE,21673149,20.4
25980,25982,20-12-2022 18:00,12-18-2022 13:00,19-12-2022 07:53,17,182,19,25,F,2,Other Crime,12,No,,2022,Mumbai,VANDALISM,21673149,20.4
25981,25983,21-12-2022 03:00,12-18-2022 14:00,18-12-2022 21:52,2,390,3,57,X,5,Other Crime,14,No,,2022,Bangalore,COUNTERFEITING,14008262,25.6
25982,25984,21-12-2022 14:00,12-18-2022 15:00,18-12-2022 16:39,25,104,8,18,X,4,Fire Accident,1,No,,2022,Thane,FIREARM OFFENSE,1261517,56.0
25983,25985,18-12-2022 23:00,12-18-2022 16:00,19-12-2022 12:08,10,490,0,61,X,0,Fire Accident,15,No,,2022,Jaipur,ARSON,4308510,34.3
25984,25986,19-12-2022 05:00,12-18-2022 17:00,19-12-2022 09:02,12,131,5,57,M,6,Violent Crime,12,No,,2022,Kanpur,DOMESTIC VIOLENCE,3289142,33.8
25985,25987,20-12-2022 20:00,12-18-2022 18:00,19-12-2022 14:20,17,453,5,45,X,4,Violent Crime,6,Yes,28-12-2022 20:00,2022,Mumbai,DOMESTIC VIOLENCE,21673149,20.4
25986,25988,20-12-2022 09:00,12-18-2022 19:00,19-12-2022 02:06,19,253,13,21,X,2,Other Crime,18,Yes,17-03-2023 09:00,2022,Nashik,KIDNAPPING,2294299,16.0
25987,25989,18-12-2022 22:00,12-18-2022 20:00,18-12-2022 22:04,22,186,6,78,X,2,Other Crime,2,No,,2022,Rajkot,DRUG OFFENSE,2096981,15.3
25988,25990,21-12-2022 07:00,12-18-2022 21:00,19-12-2022 19:44,1,535,10,44,F,6,Other Crime,14,No,,2022,Ahmedabad,HOMICIDE,8854444,20.5
25989,25991,20-12-2022 06:00,12-18-2022 22:00,19-12-2022 08:47,5,198,16,29,M,3,Violent Crime,12,No,,2022,Delhi,SEXUAL ASSAULT,33807403,16.0
25990,25992,21-12-2022 00:00,12-18-2022 23:00,19-12-2022 22:34,22,128,18,48,M,2,Traffic Fatality,16,No,,2022,Rajkot,TRAFFIC VIOLATION,2096981,15.3
25991,25993,21-12-2022 13:00,12-19-2022 00:00,19-12-2022 05:34,13,250,15,22,M,6,Violent Crime,11,No,,2022,Kolkata,ROBBERY,155707786,1.6
25992,25994,19-12-2022 08:00,12-19-2022 01:00,19-12-2022 01:19,5,433,2,24,X,2,Other Crime,13,Yes,21-01-2023 08:00,2022,Delhi,BURGLARY,33807403,16.0
25993,25995,20-12-2022 23:00,12-19-2022 02:00,19-12-2022 10:56,24,347,9,34,M,2,Other Crime,4,Yes,04-01-2023 23:00,2022,Surat,FRAUD,8330528,13.3
25994,25996,22-12-2022 00:00,12-19-2022 03:00,19-12-2022 14:42,9,219,15,46,F,4,Violent Crime,6,No,,2022,Indore,ROBBERY,3393380,20.6
25995,25997,20-12-2022 15:00,12-19-2022 04:00,19-12-2022 14:08,21,287,7,79,M,1,Other Crime,6,Yes,30-01-2023 15:00,2022,Pune,EXTORTION,7345848,30.1
25996,25998,19-12-2022 17:00,12-19-2022 05:00,20-12-2022 04:38,5,207,14,55,X,3,Other Crime,6,No,,2022,Delhi,PUBLIC INTOXICATION,33807403,16.0
25997,25999,20-12-2022 09:00,12-19-2022 06:00,19-12-2022 20:40,0,244,16,68,X,1,Violent Crime,14,Yes,28-11-2023 09:00,2022,Agra,SEXUAL ASSAULT,2422342,31.5
25998,26000,22-12-2022 03:00,12-19-2022 07:00,19-12-2022 09:51,24,512,20,76,M,6,Violent Crime,10,Yes,12-03-2023 03:00,2022,Surat,VEHICLE - STOLEN,8330528,13.3
25999,26001,19-12-2022 14:00,12-19-2022 08:00,19-12-2022 14:41,26,515,4,40,M,5,Other Crime,13,Yes,13-03-2023 14:00,2022,Varanasi,CYBERCRIME,1789047,19.8
26000,26002,21-12-2022 01:00,12-19-2022 09:00,19-12-2022 19:24,12,305,19,78,M,6,Other Crime,5,Yes,13-03-2023 01:00,2022,Kanpur,VANDALISM,3289142,33.8
26001,26003,20-12-2022 04:00,12-19-2022 10:00,19-12-2022 21:24,17,555,2,21,F,6,Other Crime,5,No,,2022,Mumbai,BURGLARY,21673149,20.4
26002,26004,20-12-2022 15:00,12-19-2022 11:00,19-12-2022 18:09,8,440,1,37,X,6,Violent Crime,4,Yes,23-02-2023 15:00,2022,Hyderabad,ASSAULT,11068877,26.0
26003,26005,22-12-2022 07:00,12-19-2022 12:00,20-12-2022 05:32,17,542,16,12,X,6,Violent Crime,5,Yes,01-01-2024 07:00,2022,Mumbai,SEXUAL ASSAULT,21673149,20.4
26004,26006,21-12-2022 09:00,12-19-2022 13:00,19-12-2022 21:14,17,386,15,49,M,3,Violent Crime,7,Yes,19-03-2023 09:00,2022,Mumbai,ROBBERY,21673149,20.4
26005,26007,22-12-2022 02:00,12-19-2022 14:00,20-12-2022 07:43,17,427,10,68,M,6,Other Crime,16,Yes,06-11-2024 02:00,2022,Mumbai,HOMICIDE,21673149,20.4
26006,26008,22-12-2022 06:00,12-19-2022 15:00,19-12-2022 23:14,5,493,9,11,X,4,Other Crime,11,Yes,26-02-2023 06:00,2022,Delhi,FRAUD,33807403,16.0
26007,26009,22-12-2022 04:00,12-19-2022 16:00,19-12-2022 20:15,25,118,16,54,M,1,Violent Crime,17,Yes,09-10-2024 04:00,2022,Thane,SEXUAL ASSAULT,1261517,56.0
26008,26010,21-12-2022 17:00,12-19-2022 17:00,19-12-2022 22:42,10,427,1,56,M,5,Violent Crime,15,No,,2022,Jaipur,ASSAULT,4308510,34.3
26009,26011,21-12-2022 04:00,12-19-2022 18:00,20-12-2022 05:14,2,189,17,53,M,0,Other Crime,7,Yes,05-02-2023 04:00,2022,Bangalore,SHOPLIFTING,14008262,25.6
26010,26012,19-12-2022 20:00,12-19-2022 19:00,20-12-2022 18:33,7,199,3,10,X,0,Other Crime,12,Yes,09-02-2023 20:00,2022,Ghaziabad,COUNTERFEITING,1055190,66.7
26011,26013,22-12-2022 13:00,12-19-2022 20:00,20-12-2022 06:42,4,244,2,34,X,6,Other Crime,10,Yes,03-04-2023 13:00,2022,Chennai,BURGLARY,12053697,20.7
26012,26014,20-12-2022 11:00,12-19-2022 21:00,20-12-2022 16:09,5,186,20,75,M,3,Violent Crime,4,No,,2022,Delhi,VEHICLE - STOLEN,33807403,16.0
26013,26015,21-12-2022 09:00,12-19-2022 22:00,19-12-2022 22:59,23,334,6,74,X,3,Other Crime,10,Yes,21-02-2023 09:00,2022,Srinagar,DRUG OFFENSE,1737502,21.4
26014,26016,21-12-2022 03:00,12-19-2022 23:00,20-12-2022 06:37,18,511,4,53,X,1,Other Crime,8,Yes,25-01-2023 03:00,2022,Nagpur,CYBERCRIME,3106340,33.9
26015,26017,22-12-2022 14:00,12-20-2022 00:00,20-12-2022 22:26,5,393,1,47,X,6,Violent Crime,16,Yes,17-01-2023 14:00,2022,Delhi,ASSAULT,33807403,16.0
26016,26018,22-12-2022 09:00,12-20-2022 01:00,20-12-2022 04:20,13,191,3,56,F,4,Other Crime,13,Yes,03-03-2023 09:00,2022,Kolkata,COUNTERFEITING,155707786,1.6
26017,26019,22-12-2022 19:00,12-20-2022 02:00,20-12-2022 06:46,15,386,9,34,F,3,Other Crime,4,Yes,14-02-2023 19:00,2022,Ludhiana,FRAUD,1988438,38.3
26018,26020,20-12-2022 17:00,12-20-2022 03:00,20-12-2022 22:24,22,119,15,18,M,2,Violent Crime,7,Yes,17-04-2023 17:00,2022,Rajkot,ROBBERY,2096981,15.3
